"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"2531",NA,"Land Shark","Lucinda Regis, Director of Development at MALCO Oceanic Research, becomes the target of a dangerous killer after unraveling a sinister plot to inject sharks with human DNA.",80,"Action",2.5,44,"Mark Polonia","Sarah French",NA,0
"2532",NA,"Meteorlar","They come at night and everybody steps out. They light torches and remember those who have walked these streets before them. In the coming hours, the city will be on lockdown: an eclipse appears and meteors start to fall.",84,NA,6.2,25,"G<U+00FC>rcan Keltek","Ebru Ojen Sahin",NA,0
"2533",NA,"Psychos","Three young women seek revenge against a sadistic predator.",82,"Crime",3.6,121,"Sandy Chukhadarian","Angelica Chitwood",NA,0
"2534",NA,"C/O Saira Banu","In a bad turn of events, Joshua and Banu's life is shaken when Joshua becomes the convict in a court case. This is when Annie John Tharavadi, a reputed advocate becomes part of these happenings.",156,"Comedy",6.4,276,"Antony Sony","Manju Warrier",NA,0
"2535",NA,"Romeo & Juliet","Romeo, a hopeless romantic with emotionally-fueled impulsiveness, meets Juliet, an abused and desperate girl looking for anyway to escape. Together, destined for tragedy.",101,"Drama",5.5,8,"Joel Petrie","Dallin Major",NA,0
"2536",NA,"J Revolusi","Jay Zulkarnain is an assault leader for Malaysia's elite and deadly special force known as the UTK (Unit Tindakhas), and he and his squad of operatives are every terrorist's worst nightmare...                See full summary<U+00A0><U+00BB>",NA,"Action",7.6,90,"Zulkarnain Azhar","Izara Aishah",NA,0
"2537",NA,"Sickness","What would you do, how would you survive, if the world as you know it suddenly turned completely insane.",NA,"Action",5.2,45,"Brandon E. Brooks","Brian O'Halloran",NA,0
"2538",NA,"Vulture Club",NA,NA,"Drama",NA,NA,"Add a Plot",NA,NA,0
"2539",NA,"Crossroad","Crossroad is a first -of-its-kind portmanteau movie celebrating womanhood and tells the story of ten women, facing ten different life situations and explores how they tackle it.",168,"Drama",7,6,"Madhupal","Srinda Ashab",NA,0
"2540",NA,"Swipe","When a CCTV is installed in an apartment, it starts to record their activities and show the tenant's private lives. It tells the story of Loida who is a lady guard, Gloria whose marriage ...                See full summary<U+00A0><U+00BB>",NA,"Drama",6.4,5,"Ed Lejano","Meg Imperial",NA,0
"2541",NA,"Kriz<U+00E1>cek","Knight Borek is searching for his missing son. Enthralled by the stories of children's crusades, little Jan has run away from home. Borek's crusade is a journey into his own subconscious, where he is forced to confront his greatest fear.",87,"Drama",6.4,26,"V<U+00E1>clav Kadrnka","Karel Roden",NA,0
"2542",NA,"Secrets of Deception","After a man discovers his young wife is cheating on him with a neighborhood boy, he goes down a dangerous path of revenge & destruction.",76,"Action",4.3,164,"Josh Webber","Tom Sizemore",NA,0
"2543",NA,"Trio - Jakten p<U+00E5> Olavsskrinet","The curious Nora, Simen and Lars decides to stat the hunt for the sacred Olav shrine in or around the medieval church Nidaros Dome, which has been gone for hundred of years. But their not ...                See full summary<U+00A0><U+00BB>",77,"Family",6.1,43,"Eva Dahr","Naomi Hasselberg Thorsrud",NA,0
"2544",NA,"Baaraat Company","A man and his grandfather run a wedding company that tries to stop couples from eloping.",124,"Comedy",8.5,544,"Syed Ahmad Afzal","Sandeepa Dhar",NA,0
"2545",NA,"Buddies in India","In an effort to save his house, a man accompanies the son of a recently deceased CEO to India to recover his will.",99,"Action",3.8,144,"Baoqiang Wang","Baoqiang Wang",NA,0.29
"2546",NA,"Porcupine Lake","Porcupine Lake is a story of bravery and the secret life of girls set in Northern Ontario during a hot and hazy summertime when adulthood has not yet arrived, but childhood is quickly vanishing.",85,"Drama",7,33,"Ingrid Veninger","Charlotte Salisbury",NA,0
"2547",NA,"Ferrari","An 18 years old girl comes to Tehran to take a picture with an 8 Billion Tomans Ferrari, but that will put her in some more troubles.",90,"Drama",8.3,17,"Alireza Davoudnejad","Mohammad-Reza Davoudnejad",NA,0
"2548",NA,"Clovehitch",NA,NA,NA,NA,NA,"Add a Plot","Charlie Plummer",NA,0
"2549",NA,"Adiwiraku","Adiwiraku is based on a true story teacher Cheryl Ann Fernando and her struggles and successes in teaching in a rural school in Kedah. Shot entirely in Sungai Petani, Adiwiraku brings to ...                See full summary<U+00A0><U+00BB>",122,"Drama",8.6,24,"Eric Ong","Sangeeta Krishnasamy",NA,0
"2550",NA,"A Good Dream","A psychological thriller about a girl in her 20s trying to find herself in New York City. When she suddenly finds herself haunted by a presence, she has trouble distinguishing fiction from ...                See full summary<U+00A0><U+00BB>",NA,"Mystery",NA,NA,"Mahum Jamal","Melany Bennett",NA,0
"2551",NA,"Arrest Letter","(Khaled Degwy) who are enrolled in one of the terrorist groups that the killings, believing they are fighting for the sake of God, and when his brother (Ahmad) tries to join this group (...                See full summary<U+00A0><U+00BB>",NA,"Action",5,71,"Mohamed Samy","Dina El Sherbiny",NA,0
"2552",NA,"Babu Baga Busy","A man's sexual affairs with different woman in different stages of life comes to an end when he meets a girl accidentally.",126,"Comedy",6.5,15,"Naveen Medaram","Srinivas Avasarala",NA,0
"2553",NA,"I Peggiori","        Add a Plot",NA,"Comedy",6.1,71,"Vincenzo Alfieri","Vincenzo Alfieri",NA,0
"2554",NA,"Ruthless",NA,NA,"Thriller",NA,NA,"Add a Plot","Brad Dourif",NA,0
"2555",NA,"Best Sex Ever!",NA,NA,NA,NA,NA,"Dennis von Hagen",NA,NA,0
"2556",NA,"The Books of Knjige: Slucajevi Pravde","Who left a dead body on a farm of truck driver's of which the best quality milk is made? Who smuggles illegal Betangin tablets? Who set on fire policemen's hands? Why does the ominous ...                See full summary<U+00A0><U+00BB>",87,"Comedy",9.5,55,"Zoran Markovic","Izudin Bajrovic",NA,0
"2557",NA,"Happy New Year Nepali Movie","A romantic drama filmed in Australia.",NA,"Romance",7.6,7,"Dev Kumar Shrestha","Pukar Gautam",NA,0
"2558",NA,"Little Star",NA,90,"Thriller",NA,NA,"Dave Schwep","Analeigh Tipton",NA,0
"2559",NA,"Yasamak G<U+00FC>zel Sey","The story of a man who learns he has a deadly illness. He begins to do the things that he never did.",NA,"Comedy",7.8,683,"M<U+00FC>fit Can Sacinti","Ayseg<U+00FC>l Atik",NA,0
"2560",NA,"Fake News",NA,95,"Thriller",NA,NA,"See full summary","Eric Roberts",NA,0
"2561",NA,"Our Shining Sword",NA,NA,"Action",NA,NA,"Callum Burn","Rosa Coduri",NA,0
"2562",NA,"Kataka","Kumar (Ashok Raj) who works in a city as school teacher is fed up of the city life and plans to come back to his native and fulfil his dream of starting a school which will offer a stress ...                See full summary<U+00A0><U+00BB>",107,"Horror",9.2,32,"Ravi Basrur","Ashok Raj",NA,0
"2563",NA,"Boyz","        Add a Plot",NA,"Comedy",9.1,16,"Vishal Devrukhkar","Parth Bhalerao",NA,0
"2564",NA,"Jagveld","Gentle, beautiful, pacifist Emma witnesses a murder in the wild. Six violent men killing a cop in cold blood. So, they hunt her like an animal in the desolate Karoo. She should have been easy prey. But life is full of surprises",102,"Action",6.7,38,"Byron Davis","Bouwer Bosch",NA,0
"2565",NA,"Como matar a un esposo muerto","        Add a Plot",NA,"Comedy",3.4,84,"Conrado Martinez","Mara Escalante",NA,0
"2566",NA,"Grie<U+00DF>nockerlaff<U+00E4>re","Police officer Franz Eberhofer is woken up by his colleagues because his boss Barschl has been killed. The murder weapon is Franz' knife, so he is suspected to be the murderer of his hated boss.",NA,"Comedy",7.4,183,"Ed Herzog","Nora von Waldst<U+00E4>tten",NA,0
"2567",NA,"Swatta","Swatta Movie is Awesome movie. Shakib Khan is the real hero, he proved it.",NA,"Drama",8.2,123,"Hashibur Reza Kallol","Shakib Khan",NA,0
"2568",NA,"Lahoriye","Love story which revolves across borders",137,"Drama",7.8,467,"Amberdeep Singh","Amrinder Gill",NA,0
"2569",NA,"Flesh of the Void",NA,77,"Horror",NA,NA,"See full summary","Man Without a Face",NA,0
"2570",NA,"Lazarat",NA,NA,"Action",NA,NA,"William Kaufman","Armand Assante",NA,0
"2571",NA,"Maryline","A wannabe actress follows her dreams and moves to Paris.",NA,"Drama",8.1,9,"Guillaume Gallienne","Adeline D'Hermy",NA,0
"2572",NA,"The Testament","Yoel, a meticulous historian leading a significant debate against holocaust deniers, discovers that his mother carries a false identity. A mystery about a man who is willing to risk everything to discover the truth.",88,"Drama",8.4,51,"Amichai Greenberg","Ori Pfeffer",NA,0
"2573",NA,"Naked People Every Where",NA,93,"Comedy",NA,NA,"Aaron James","Eric Roberts",NA,0
"2574",NA,"Hoax",NA,NA,"Horror",NA,NA,"Matt Allen","Cheryl Texiera",NA,0
"2575",NA,"Fukri","An aristocratic family welcomes a long-lost heir, but the young fellow may be leading his relatives down the garden path.",155,"Comedy",4.8,253,"Siddique","Jayasurya",NA,0
"2576",NA,"Unbound","Set in a sleepy town in New Orleans, a family grieves for their missing daughter while hiding a secret in the basement.",97,"Action",10,152,"Steve Rahaman","Daniel O'Shea",NA,0
"2577",NA,"The Shadow People","Newlyweds Megan (Kat Steffens, Parkland) and Andrew (Bug Hall, Castle) have just moved into their dream home with aspirations to start a family. But soon strange events start happening. ...                See full summary<U+00A0><U+00BB>",78,"Thriller",3.4,78,"Brian T. Jaynes","C. Thomas Howell",NA,0
"2578",NA,"A Time for Heaven","A tenacious nurse who helps people that have reached the end of their lives come to terms with God and heaven, is assigned an unexpected patient. From the creators of Box of Faith and ...                See full summary<U+00A0><U+00BB>",87,"Drama",7.6,10,"Craig McMahon","Mitch Etter",NA,0
"2579",NA,"Hou Gong Gui Ying",NA,NA,"Thriller",NA,NA,"Antony Szeto","Yixin Li",NA,0
"2580",NA,"Dr<U+00F4>les d'oiseaux","        Add a Plot",70,NA,5.7,52,"<U+00C9>lise Girard","Lolita Chammah",NA,0
"2581",NA,"Beyond Words","A young Polish-born, Berlin-based lawyer working on refugee cases is unexpectedly reunited with his father, who is his only tie left with his homeland.",85,"Drama",5.8,28,"Urszula Antoniak","Andrzej Chyra",NA,0
"2582",NA,"Inside Ben","A man who figures out the hard way agoraphobia isn't his biggest problem.",88,"Drama",4.3,14,"Jeremiah Jett","Diana C. Salinas",NA,0
"2583",NA,"7 from Etheria",NA,95,"Horror",NA,NA,"Heidi Lee Douglas","Elizabeth Debicki",NA,0
"2584",NA,"The School",NA,NA,"Thriller",NA,NA,"Storm Ashwood","Nicholas Hope",NA,0
"2585",NA,"Black Wake",NA,NA,"Horror",NA,NA,"See full summary","Nana Gouvea",NA,0
"2586",NA,"Kate Can't Swim","When her best friend returns from Paris with a new lover, Kate's life is thrown off track. Encountering new personalities, old promises and sexual fluidity, Kate must decide to stay on her current path or burn it down to forge a new one.",90,"Drama",8.4,40,"Josh Helman","Josh Helman",NA,0
"2587",NA,"Lasso",NA,NA,"Horror",NA,NA,"Add a Plot","Sean Patrick Flanery",NA,0
"2588",NA,"Thomas & Friends: Big World! Big Adventures! The Movie","        Add a Plot",NA,"Animation",NA,NA,"Jules de Jongh",NA,NA,0
"2589",NA,"Chasing Comets",NA,NA,"Comedy",NA,NA,"See full summary","Dan Ewing",NA,0
"2590",NA,"Jesus, Bro!","An angry internet atheist has a near death experience and must deliver the news of Jesus to his devout internet followers.",85,"Comedy",7.6,118,"Ryan Mitchelle","David Gobble",NA,0
"2591",NA,"Troy the Odyssey","Based on the Epic Greek Poem as sung by Homer.",90,"Action",NA,NA,"Tekin Girgin","Dylan Vox",NA,0
"2592",NA,"Fangirl Fanboy","It tells the story of a wannabe actor and a talented teleserye dubber who agrees to help him improve his acting. Her coaching helps him achieve his dream of becoming a star only to find herself heartbroken when he becomes successful.",99,"Comedy",NA,NA,"Barry Gonzalez","Ella Cruz",NA,0
"2593",NA,"The Virus",NA,NA,"Drama",NA,NA,"Rob Spera","Jamie Bernadette",NA,0
"2594",NA,"Ice Blue",NA,NA,"Thriller",NA,NA,"Sandi Somers","Michelle Morgan",NA,0
"2595",NA,"Three Heists and a Hamster","Ralf and Timo are back again.",90,"Comedy",5.4,222,"Rasmus Heide","Zlatko Buric",NA,0
"2596",NA,"Deadly Exchange",NA,NA,"Crime",NA,NA,"See full summary","Lindsay Hartley",NA,0
"2597",NA,"Hush Money","An art teacher's plans fall apart when he kidnaps a ballplayer's daughter to repay a debt to a ruthless mob boss.",90,"Drama",7.3,48,"Terrell Lamont","Kennedy Waite",NA,0
"2598",NA,"King Lear: Live from Shakespeare's Globe","        Add a Plot",NA,"Drama",6.1,9,"Nancy Meckler","Kevin McNally",NA,0
"2599",NA,"Son of Sofia","Athens, 2004 summer Olympic Games. 11-year-old Misha arrives from Russia to live with his mother, Sofia. What he doesn't know is that there is a father waiting for him there. While Greece is living the Olympic dream, Misha will get violently catapulted into the adult world, riding on the dark side of his favorite fairy tales.",111,"Drama",6.5,39,"Elina Psykou","Victor Khomut",NA,0
"2600",NA,"Mariposas Verdes","Mateo is an intelligent boy who falls in love with Daniel, but when everyone reveals that relationship, Mateo is at a crossroads, and will have to decide between fighting his adversities, or giving up everything, until his life.",NA,"Drama",7,36,"Gustavo Nieto Roa","Brisa Botero",NA,0
"2601",NA,"Despertar: Awaken","        Add a Plot",NA,"Drama",NA,NA,"Soley Bernal","Alejandra Toussaint",NA,0
"2602",NA,"La m<U+00E9>lodie","        Add a Plot",NA,NA,7,23,"Rachid Hami","Kad Merad",NA,0
"2603",NA,"Painted Horses","A young teacher with a storied past must win over an impossible collection of kids and become a balm in a troubled town in need of healing.",91,"Drama",9.7,10,"Damian X. Fulton","Grace Fulton",NA,0
"2604",NA,"Ivan Thanthiran","Two engineering dropouts stumble upon the activities of a corrupt education minister owning engineering colleges and expose him. The minister wants revenge and launches a manhunt for them. The cat-and-mouse game begins.",NA,"Action",6.3,275,"R. Kannan","RJ Balaji",NA,0
"2605",NA,"Tom Dick and Harry Returns","        Add a Plot",NA,"Comedy",6.6,5,"Deepak Tijori","Pooja Chopra",NA,0
"2606",NA,"Baker's Man","While evaluating her for his $100,000 grant, Thomas Stevens, a multimillionaire falls for the pastry chef that he believes stole his mother's bakery.",75,"Comedy",7.2,5,"Maurice Hall","Khaneshia 'KJ' Smith",NA,0
"2607",NA,"Real, o plano por tr<U+00E1>s da hist<U+00F3>ria","        Add a Plot",96,"Drama",6.7,368,"Rodrigo Bittencourt","Bia Arantes",NA,0
"2608",NA,"Knuckleball",NA,NA,"Thriller",NA,NA,"Michael Peterson","Michael Ironside",NA,0
"2609",NA,"Omicidio all'italiana","To save his small town from being left by the last inhabitants, the Mayor organizes a false case of murder to attract media attention. His plan initially succeeds, but soon the situation will go out of control.",99,"Comedy",6.3,495,"Marcello Macchia","Marcello Macchia",NA,0
"2610",NA,"Bruma","Martina feels trapped in a boxed life in Mexico City. Finding out about her pregnancy and not knowing what to do about it,, she decides to go to Berlin to search for the father, and starts a trip where she will find her own identity.",84,"Drama",5.4,23,"Max Zunino","Sof<U+00ED>a Espinosa",NA,0
"2611",NA,"National Theatre Live: Yerma","        Add a Plot",NA,NA,8.9,42,"Billie Piper",NA,NA,0
"2612",NA,"Shine",NA,95,"Drama",NA,NA,"Anthony Nardolillo","Musetta Vander",NA,0
"2613",NA,"Armstrong",NA,NA,NA,NA,NA,"Sean Koala Brandt","Cosmic Jack Armstrong",NA,0
"2614",NA,"Dirty Dealing 3D",NA,90,"Drama",NA,NA,"See full summary","Michael Madsen",NA,0
"2615",NA,"The Journey","As Sara stands on the cusp of committing an unthinkable act, an unforeseen and awkward encounter gives her the opportunity to witness the potential consequences of her destructive action. But is this a second chance or an admission of guilt?",NA,"Drama",6.4,11,"Mohamed Al Daradji","Zahraa Ghandour",NA,0
"2616",NA,"Veerey Ki Wedding",NA,NA,"Comedy",NA,NA,"Add a Plot","Pulkit Samrat",NA,0
"2617",NA,"Our Mighty Yaya","Virgie, a hideous-looking but sympathetic woman from the province, who works as a nanny for a well-to-do family in Manila.",NA,"Comedy",7.6,19,"Jose Javier Reyes","Ai-Ai de las Alas",NA,0
"2618",NA,"The Night Watchman",NA,70,"Thriller",NA,NA,"Tiziano Cella","Andreea Dragusanu",NA,0
"2619",NA,"Alone","When Mark Woods, a survivor of a deadly virus that wiped out mankind, goes city to city in search for other survivors, he slowly discovers that his traumatic past holds the key to his survival.",70,"Drama",8.1,15,"Daniel Attrill","Warren Day",NA,0
"2620",NA,"Revival!",NA,NA,"Musical",NA,NA,"Danny Green","Victoria Rowell",NA,0
"2621",NA,"Jeena Isi Ka Naam Hai","A bollywood entertainer with universal issues directed by Keshhav Panneriy, this movie stars Arbaaz Khan, Ashutosh Rana, Himansh Kohli, Manjari Phadnis and Prem Chopra.",173,"Drama",5.7,58,"Keshhav Panneriy","Arbaaz Khan",NA,0
"2622",NA,"LIE","LIE revolves around a guy named A. Satyam and tells it as Asatyam. He falls in love with a girl who falls for him for all the lies he says. It is the story of how he manages both love and his enmity don (Arjun) with intelligence.",145,"Romance",6,217,"Hanumantha Rao Raghavapudi","Ajay",NA,0
"2623",NA,"Sonsuz Ask","A famous and a wealthy doctor, falls in love with a poor housewife.",114,"Romance",6,456,"Ahmet Katiksiz","Murat Yildirim",NA,0
"2624",NA,"Jiao zhu zhuan","A royal descendant of an ancient winged tribe embarks on a quest to find magical pearls. When they fall into the hands of a human, he joins a team of unlikely heroes in a race against time to prevent the destruction of his people.",108,"Action",6.1,47,"Yang Lei","Darren Wang",NA,0
"2625",NA,"Faith's Song","A young girl's faith is tested, when her parents are suddenly killed in a car crash and she is forced to move in with relatives who are non-believers. She finds herself in a new city, new ...                See full summary<U+00A0><U+00BB>",103,"Drama",7.4,52,"Frank Hutto","Hayden Grace McCoy",NA,0
"2626",NA,"Rajma Chawal",NA,NA,"Comedy",NA,NA,"Leena Yadav","Amyra Dastur",NA,0
"2627",NA,"Ilawod","It is a story of a family's breakdown in the midst of a demonic attack. Dennis, a reporter, accidentally invites the ilawod which is a water spirit into his home where it attaches to his ...                See full summary<U+00A0><U+00BB>",95,"Horror",7.2,18,"Dan Villegas","Nico Antonio",NA,0
"2628",NA,"Bokura no gohan wa ashita de matteru","Ryota and Koharu are high school students. Ryota is indifferent to people and says very little. Koharu is not afraid of to speak her mind and she has a bright personality. Since a game of ...                See full summary<U+00A0><U+00BB>",NA,"Drama",7.6,48,"Masahide Ichii","Y<U+00FB>ko Araki",NA,0
"2629",NA,"Unwanted","A young couple happens upon an old house that has been on the market for a long time. Seeing a huge opportunity they jump on purchasing the house only to discover too late why the house ...                See full summary<U+00A0><U+00BB>",73,"Horror",3.8,107,"Paul Foster","Wynter Fielder",NA,0
"2630",NA,"Desolation","A mother takes her son and her best friend on a trip into remote wilderness to scatter his father's ashes; they must confront their fears when a lone hiker begins following them.",78,"Drama",7.5,11,"Sam Patton","Toby Nichols",NA,0
"2631",NA,"Keshava","A student with a rare heart disease has to seek revenge by controlling his anger.",117,"Drama",6.7,93,"Sudheer Varma","Vennela Kishore",NA,0
"2632",NA,"Murder on the Cape","Based on the Christa Worthington case. An out of work fisherman has an affair with a fashion writer wintering on the Cape. She returns two years later with his child, and when she is murdered, the fisherman is the prime suspect.",95,"Drama",5.2,5,"Arthur Egeli","Jade Harlow",NA,0
"2633",NA,"Virgin Hunters 3: Agents of Passion","Earth is no place for virgins. The Virgin Hunters are back in the latest installment of the hit series that keeps - going.",83,"Sci-Fi",6.9,7,"Cybil Richards","Dru Berrymore",NA,0
"2634",NA,"Siete Cabezas",NA,98,"Drama",NA,NA,"See full summary","Andr<U+00E9>s Casta<U+00F1>eda",NA,0
"2635",NA,"Europe Raiders",NA,NA,"Drama",NA,NA,"Add a Plot","Tony Chiu-Wai Leung",NA,0
"2636",NA,"Saturn Returns","Five college friends, all on the cusp of 30, reunite in Mammoth Lakes, California for a wedding of two of the group. Thirty six hours before the wedding, the long-lost sixth friend - the ...                See full summary<U+00A0><U+00BB>",98,"Comedy",NA,NA,"Shawn Tolleson","Miles Gaston Villanueva",NA,0
"2637",NA,"Hogan","Underdog bare knuckle fighter gets a shot at the proffessional boxing championship title against the top fighter from a rival country.",108,"Action",NA,NA,"Jah","Ajibike Adekoya",NA,0
"2638",NA,"The Avenue","Giancarlo ""Eddie"" Marturano, a down and out gambler trapped in the world he's created for himself. Like his adopted home of Atlantic City, Eddie is beaten, down on one knee, struggling ...                See full summary<U+00A0><U+00BB>",81,"Crime",5,62,"Brian Vernick","Cheryl M. Bailey",NA,0
"2639",NA,"Wild Honey",NA,NA,"Comedy",NA,NA,"Francis Stokes","Rusty Schwimmer",NA,0
"2640",NA,"The Dare",NA,NA,"Horror",NA,NA,"Giles Alderson","Richard Brake",NA,0
"2641",NA,"Princesita","Twelve-year-old Tamara lives within a cult that is ruled by the beliefs of its leader Miguel, who becomes obsessively convinced that Tamara is the ""chosen one"". But when she falls in love ...                See full summary<U+00A0><U+00BB>",71,"Drama",7.6,25,"Marialy Rivas","Nathalia Acevedo",NA,0
"2642",NA,"Blight",NA,NA,"Thriller",NA,NA,"Johnny Hickey","Chris 'C.T.' Tamburello",NA,0
"2643",NA,"The Proxy Soldiers","A crown prince emerges as a leader during the war between Korea and Japan in 1592.",130,"Drama",7.1,79,"Yoon-chul Chung","Jung-jae Lee",NA,0.08
"2644",NA,"Le Grand M<U+00E9>chant Renard et autres contes...","Whoever thinks that the countryside is calm and peaceful is mistaken. In it we find especially agitated animals, a Fox that thinks it's a chicken, a Rabbit that acts like a stork, and a Duck who wants to replace Father Christmas. If you want to take a vacation, keep driving past this place.",83,"Animation",7.3,182,"Patrick Imbert",NA,NA,0
"2645",NA,"The Rack Pack",NA,NA,"Action",NA,NA,"Thomas J. Churchill","Nico Ford",NA,0
"2646",NA,"Door in the Woods",NA,NA,NA,NA,NA,"Billy Chase Goforth","CJ Jones",NA,0
"2647",NA,"Sathuranga Vettai 2","        Add a Plot",150,"Crime",NA,NA,"N.V. Nirmal Kumar","Arvind Swamy",NA,0
"2648",NA,"Voyangkor Sundor","Incidentally, an innocent couple Muku and Nayontara, lives in an area of Dhaka city where supply of drinking water is limited. In summer, water supply is ceased for a few days. Local ...                See full summary<U+00A0><U+00BB>",114,"Drama",4.7,55,"Animesh Aich","Ashna Habib Bhabna",NA,0
"2649",NA,"Day 13",NA,NA,"Thriller",NA,NA,"Add a Plot","Genevieve Hannelius",NA,0
"2650",NA,"Skinford","British con artist, Jimmy 'Skinny' Skinford, uncovers the opportunity of a life time ... whilst digging his own grave.",85,"Action",4.9,63,"Nik Kacevski","Joshua Brennan",NA,0
"2651",NA,"C'est le coeur qui meurt en dernier","        Add a Plot",NA,"Drama",7.1,39,"Alexis Durand-Brault","Gabriel Sabourin",NA,0
"2652",NA,"Un peuple et son roi",NA,NA,NA,NA,NA,"Add a Plot","Gaspard Ulliel",NA,0
"2653",NA,"Jomonte Suvisheshangal","The son of a wealthy man works through his relationships with his brother and sister.",156,"Comedy",7,1843,"Sathyan Anthikad","Dulquer Salmaan",NA,0
"2654",NA,"Counterfeiters","A young man, Bridger, creates a ""do-it-yourself"" method of counterfeiting money to save his dying mother. But when you are making more money than you need, who can you trust?",73,"Drama",9.2,9,"Bryce Hirschberg","Bryce Hirschberg",NA,0
"2655",NA,"The Drowning of Arthur Braxton",NA,NA,"Drama",NA,NA,"Luke Cutforth","James Tarpey",NA,0
"2656",NA,"Pups Alone: A Christmas Peril",NA,NA,"Comedy",NA,NA,"Add a Plot","Dolph Lundgren",NA,0
"2657",NA,"Secret",NA,NA,"Romance",NA,NA,"Ram Gopal Varma","Meera Chopra",NA,0
"2658",NA,"<U+00C7>a sent la coupe","        Add a Plot",90,"Comedy",5.9,102,"Patrice Sauv<U+00E9>","Louis-Jos<U+00E9> Houde",NA,0
"2659",NA,"Two Graves",NA,NA,"Thriller",NA,NA,"See full summary","Josh Herdman",NA,0
"2660",NA,"Ao jiao yu pian jian","        Add a Plot",NA,NA,5.9,60,"Yanwei Huang","Kathy Chow",NA,0
"2661",NA,"Bang jia zhe","A cop's child is kidnapped, the only one that can help her is a criminal.",NA,"Action",5.1,80,"Jinglei Xu","Mason Lee",NA,0
"2662",NA,"The Au Pair",NA,NA,"Thriller",NA,NA,"Add a Plot","Michelle Borth",NA,0
"2663",NA,"Hellriser","When their city is rocked by a series of brutal occult murders, veteran detective John Locke and his young partner Terri Keyes are forced to put aside their differences and follow the trail of evidence to a formerly abandoned asylum.",75,"Horror",NA,NA,"Steve Lawson","Steven Dolton",NA,0
"2664",NA,"Gates of Darkness","A dramatic thriller where a a haunted teen endures a terrifying exorcism in the hopes of unlocking shocking secrets about the church and his family.",91,"Adventure",6,9,"Don E. FauntLeRoy","Randy Shelly",NA,0
"2665",NA,"Something Stolen","A young, upwardly mobile couple question their bond together after experiencing a break in.",NA,"Comedy",NA,NA,"Ralph Rascon","Jasmin St. Claire",NA,0
"2666",NA,"BugiGangue no Espa<U+00E7>o","When a spaceship crashes to Earth and reveals a group of quirky little space aliens on the run for their lives, the ""GadgetGang"" kids-Gus, Phoebe, Francesco, Mitsue, Mary Ann, Banana and ...                See full summary<U+00A0><U+00BB>",80,"Animation",6.3,51,"Ale McHaddo","Danilo Gentili",NA,0
"2667",NA,"Walking With the Wind",NA,79,"Drama",NA,NA,"See full summary",NA,NA,0
"2668",NA,"Bear Creek","A pack of friends in Denver's gay bear community go for the camping trip of a life time filled with fun, laughs and a hot encounter. It all seems innocent enough until a rampaging sociopath joins them ensuring a trip they'll never forget.",90,"Horror",5,22,"George Climer","Leana Lewis",NA,0
"2669",NA,"Mamma o pap<U+00E0>?","A divorced couple fights for the custody of their three children: neither of them wants it. Mom wants to leave them to dad, and vice versa.",NA,"Comedy",5.6,236,"Riccardo Milani","Antonio Albanese",NA,0
"2670",NA,"Xin li zui","        Add a Plot",110,"Action",5.4,37,"Dongshen Xie","Kuo-Chu Chang",NA,0
"2671",NA,"Coffee with Ana","The son of an American coffee importer forms an unlikely bond with his Colombia counterpart. This romantic comedy follows the pairing of two 20-somethings thrown together by a business feud that may result in an even more unlikely romance.",72,"Romance",6.5,19,"Sean King","Alvaro Galvis",NA,0
"2672",NA,"The Novelist","Lewis was a good-selling writer once, a mid-list writer, as they call them in the industry, basically one who sells enough books to keep on-board, but not so many he becomes rich out of it....                See full summary<U+00A0><U+00BB>",86,"Comedy",8.8,26,"Laurent Boulanger","Paul Dawber",NA,0
"2673",NA,"Wizardream",NA,NA,"Fantasy",NA,NA,"Add a Plot","Malcolm McDowell",NA,0
"2674",NA,"Leanders letzte Reise","A former German Army officer, accompanied by his granddaughter, journeys to the Ukraine to find the woman he once loved.",107,"Drama",6.4,11,"Nick Baker-Monteys","J<U+00FC>rgen Prochnow",NA,0
"2675",NA,"Top Coat Cash","After losing a major fight, a professional MMA fighter returns home from Vegas, where he reunites with various individuals from his past - including a father/son duo who recruit him to engage in their daring bank heists.",105,"Action",4.5,238,"David Tittone","David Tittone",NA,0
"2676",NA,"Huliraya","Huliraaya, is the story of all of us. Suresaa, is a carefree youth, born and brought up in the forests of Karnataka. The films revolves around his journey , the various thrilling and ...                See full summary<U+00A0><U+00BB>",NA,"Drama",7.3,9,"Aravind Kaushik","Balu Nagendra",NA,0
"2677",NA,"West of Sunshine","A father has less than a day to pay back a debt to a violent loan shark, while looking after his young son.",NA,"Drama",7.8,155,"Jason Raftopoulos","Damian Hill",NA,0
"2678",NA,"The Guest House","When a single dad rents the GUEST HOUSE of a wealthy bachelor, he soon discovers his new landlord's generosity does not come without a price.",96,"Thriller",3.9,19,"Maria Gargiulo","Tom Alper",NA,0
"2679",NA,"Ramante Edenthottam","Raman lives a beautiful life in his forest resort. Malini visits Eden and the two meet and fall in love. The film travels through their relationship across a few years and how the two evolve as individuals.",122,"Comedy",5.8,219,"Ranjith Sankar","Kunchacko Boban",NA,0
"2680",NA,"El-Qird Beyitkallem","Two magician siblings prepare an unexpected magic stunt in hopes of freeing their dad",NA,"Thriller",4.8,231,"Peter Mimi","Amr Waked",NA,0
