"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"4448",NA,"Collusions",NA,82,"Crime",NA,NA,"Anthony Vietro","Tom Everett Scott",NA,0
"4449",NA,"Memento Amare","Immigrant construction worker Mihai lives his life divided between the memories of his family that he left at home and his monotonous daily existence on the construction site.",NA,"Drama",NA,NA,"Lavinia Simina","Maria Alexe",NA,0
"4450",NA,"<U+00CD>ndice M<U+00E9>dio de Felicidade","Daniel had a plan, a sort of journal of the future, written in a notebook. Sometimes he went back to rectify small things, but still, life seemed pretty easy and happiness too. But, all of ...",NA,"Drama",6.9,33,"Joaquim Leit<U+00E3>o","Marco D'Almeida",NA,0
"4451",NA,"Depth of Pyaar",NA,90,"Drama",NA,NA,"See full summary","Mukesh Asopa",NA,0
"4452",NA,"Fury: Redux",NA,60,"Thriller",NA,NA,"See full summary","Marie Madison",NA,0
"4453",NA,"Bordo Bereliler Suriye","        Add a Plot",NA,"Action",3.9,15,"Erhan Baytimur","A<U+00E7>elya Elmas",NA,0
"4454",NA,"Sense of Urgency","When a teen from a wealthy family learns that she is adopted, Izzy hires a private investigator to find her birth parents. When a meeting is set up, Izzy hops on a bus to go meet her mom, ...                See full summary<U+00A0><U+00BB>",NA,"Drama",9.6,11,"David Ford","Mike L. Hall",NA,0
"4455",NA,"My Daddy's in Heaven",NA,NA,"Comedy",NA,NA,"Add a Plot","Lee Benton",NA,0
"4456",NA,"Silariang the Movie",NA,95,"Drama",NA,NA,"Add a Plot","Nurlela M. Ipa",NA,0
"4457",NA,"La Mentirita Blanca","A small-town journalist in southern Chile realizes he just run out of good news so that he starts making gossips and fake stories in order to keep his job in the local newspaper he works for.",80,"Comedy",7.1,25,"Tomas Alzamora","Daniel Antivilo",NA,0
"4458",NA,"Sophia Lazzati","When Sophia leaves her violent husband, new problems arise as she regains fortitude and her daughter struggles with adolescence.",84,"Drama",NA,NA,"Niav Padelis","Nicola Campbell",NA,0
"4459",NA,"The Billionaire",NA,NA,"Drama",NA,NA,"Davi Santos",NA,NA,0
"4460",NA,"Radiogram","1971, Bulgaria under Communist regime. A time when people are systematically oppressed a father decides to walk almost 100km to the nearest town so he can buy a new radio for his rock 'n roll obsessed son.",NA,"Drama",NA,NA,"Rouzie Hassanova","Alexander Hadjiangelov",NA,0
"4461",NA,"Hostage X",NA,85,"Thriller",NA,NA,"Paul Ruven","Sytse Faber",NA,0
"4462",NA,"Biser Bojane","Djordje Popovic (played by Slaven Doslo), young doctor from Belgrade, receives an anonymous call to meet his father. Up until that moment Djordje is strongly convincedthat his father is ...                See full summary<U+00A0><U+00BB>",NA,"Action",7.3,180,"Milan Karadzic","Slaven Doslo",NA,0
"4463",NA,"Northern Lights: A Journey to Love","A young boy travels to Alaska to visit his estranged father at the same time as a young woman also travels to Alaska to find her estranged mother.",98,"Drama",6.4,17,"Dondon S. Santos","Piolo Pascual",NA,0
"4464",NA,"Luck at First Sight","Joma Labayen (Jericho Rosales) believes that a ""life charm"" would help him win money to pay for his debts. He accidentally meets Diane Dela Cruz (Bela Padilla), who gives him luck only when...                See full summary<U+00A0><U+00BB>",95,"Comedy",7.9,19,"Dan Villegas","Jericho Rosales",NA,0
"4465",NA,"Kill the Rapist",NA,99,"Thriller",NA,NA,"Add a Plot","Sunny Hinduja",NA,0
"4466",NA,"Laura Gets a Cat","Laura, an unemployed writer in New York City, tries to juggle an unexciting boyfriend, an affair with a performance artist, and a vivid imaginary life.",83,"Comedy",7.5,20,"Michael Ferrell","Dana Brooke",NA,0
"4467",NA,"Beauty & the Beholder",NA,95,"Comedy",NA,NA,"Laron Austin","Ruan Martins",NA,0
"4468",NA,"One-line","        Add a Plot",131,"Drama",6.1,37,"Yang Kyung-mo","Si-wan Im",NA,0
"4469",NA,"Gwiazdy","A story of passion, rivalry, love, and friendship. Jan Banas, acclaimed Silesian football player of the 1960s and 1970s, struggles to makes his dreams come true on and off the field. Stars ...                See full summary<U+00A0><U+00BB>",120,"Biography",5.4,30,"Jan Kidawa-Blonski","Mateusz Kosciukiewicz",NA,0
"4470",NA,"Dzikie r<U+00F3>ze","Ewa returns to her village after a hospital stay. She works on a plantation that grows wild roses. While Ewa was away her mother has been taking care of her children Marysia and Jas. Ewa's ...                See full summary<U+00A0><U+00BB>",90,"Drama",5.4,8,"Anna Jadowska","Marta Nieradkiewicz",NA,0
"4471",NA,"Haunted 2: Apparitions",NA,NA,NA,NA,NA,"Add a Plot","Jon-Paul Gates",NA,0
"4472",NA,"About an Age",NA,NA,"Drama",NA,NA,"Harley Hefford","Daniel Cockburn",NA,0
"4473",NA,"Venus",NA,NA,"Sci-Fi",NA,NA,"Canyon Prince","Ben Begley",NA,0
"4474",NA,"A Lion Returns",NA,90,"Drama",NA,NA,"Serhat Caradee","Maha Wilson",NA,0
"4475",NA,"The Plague 2: Biohazard Blood","After Tom's and Jack's death, Becky and Jill continue their journey in the zombie apocalypse. Their goal is only to survive, until they see the mysterious signs for a sanctuary.",80,"Horror",9.1,15,"Emir Skalonja","Mirela Ajdimovski",NA,0
"4476",NA,"Dekh Kemon Lage","Rahul Roy returns to his city of joy Kolkata after 6 long years from USA. He has turned out to be one of the well known flirtatious guys.Gunja is his childhood friend who has always saved ...                See full summary<U+00A0><U+00BB>",130,"Comedy",5.3,9,"Abhijit Guha","Mir Afsar Ali",NA,0
"4477",NA,"Now It's Dark",NA,NA,"Drama",NA,NA,"See full summary","Nils J<U+00F8>rgen Kaalstad",NA,0
"4478",NA,"Otra historia del mundo","        Add a Plot",105,"Comedy",8.4,19,"Guillermo Casanova","Alfonsina Carrocio",NA,0
"4479",NA,"Space Guardians","The Galaxy is being threatened by an cat robot that is very evil and an group known as the Space Guardians, an alien group of Superheros is tasked to stop it. And newest member of the Space...                See full summary<U+00A0><U+00BB>",74,"Animation",3.1,13,"Enzo Di Giacomo","William Mcnamara",NA,0
"4480",NA,"Get My Gun","After an innocent prank leaves Amanda pregnant and out of a job, she finds herself on the verge of motherhood and the target of a psychotic stalker who will stop at nothing to get her hands on the unborn child.",90,"Horror",NA,NA,"Brian Darwas","Kate Hoffman",NA,0
"4481",NA,"The Runner","        Add a Plot",93,"Sport",NA,NA,"Ingeborg C. Eiland","Omari Hardwick",NA,0
"4482",NA,"Lasst die Alten sterben","        Add a Plot",NA,"Drama",7.2,5,"Juri Steinhart","Res Balzli",NA,0
"4483",NA,"Lake of Shadows","Three aspiring film makers venture to a mysterious lake resort to uncover a story on a local legend. As they get closer to the truth, the danger follows. Before they know it they are thrust...                See full summary<U+00A0><U+00BB>",NA,"Horror",8.2,5,"Michael S. Rodriguez","McKayla Aaron",NA,0
"4484",NA,"Outbreak of the Dead",NA,NA,"Horror",NA,NA,"Steve Davis","Luna Rival",NA,0
"4485",NA,"Cataract Gold","An Epic Journey to find a Father's hidden secret, rekindle a sisterhood, and escape the hands of death. Love, betrayal, and acceptance in Cataract Gold.",NA,"Thriller",7.9,25,"Paul Kiener","Bryan Hanna",NA,0
"4486",NA,"Mordred",NA,NA,"Adventure",NA,NA,"See full summary","Mike Mitchell",NA,0
"4487",NA,"Basheerinte Premalekhanam","The story evolves around Basheer and Suhra's love and it's influence over the whole Chakkarakadav village.",130,"Drama",7.1,14,"Aneesh Anwar","Farhaan Faasil",NA,0
"4488",NA,"The Hills","The intriguing storyline behind The Hills has been called impressive and has amazed industry veterans. The action filled script involves An injustice in the Justice system. When Attorney ...",NA,"Action",NA,NA,"Stephen Stix Josey","Lorenzo Abrams",NA,0
"4489",NA,"Noble Earth","A study of ennui and female repression within a world rarely seen onscreen - Italy's hermetic nobility.",NA,"Drama",NA,NA,"Ursula Grisham","Daisy Bevan",NA,0
"4490",NA,"Bound","Two brothers are forced to look at the connection between themselves and the world.",NA,"Drama",NA,NA,"Seth Hendricks","Robert Pralgo",NA,0
"4491",NA,"Gatwick Gangsters",NA,106,"Drama",NA,NA,"Sid Clack","Garry Bushell",NA,0
"4492",NA,"Unbreakable Bond","Strangers yesterday, today, three teens discover it's the trials and tribulations of life that create an - ""UNBREAKABLE BOND""",118,"Drama",8.2,11,"Kerry Brent Hower","Taylor Landress",NA,0
"4493",NA,"Mayday",NA,NA,"Action",NA,NA,"Add a Plot","Michael Par<U+00E9>",NA,0
"4494",NA,"Yeo-bae-u-neun O-neul-do","        Add a Plot",71,"Comedy",8.7,16,"So-ri Moon","Yeo-bin Jeon",NA,0
"4495",NA,"El Plan Perfecto","A group of warehouse employees are scammed and charged with theft. Now they have to flee as they devise a plan to reveal the truth.",NA,"Action",5.2,10,"Roberto Angel Salcedo","Roberto Angel Salcedo",NA,0
"4496",NA,"3-gatsu no raion zenpen","        Add a Plot",138,"Drama",7,47,"Keishi Ohtomo","Ry<U+00FB>nosuke Kamiki",NA,0
"4497",NA,"The Miranda Murders: Lost Tapes of Leonard Lake and Charles Ng","Delve into the minds of serial killers Leonard Lake and Charlie Ng with this horrifying found footage film, spanning the 1983-1984 killing spree that shocked California and the nation.",NA,"Biography",8.5,6,"Matthew Rosvally","Matthew Rosvally",NA,0
"4498",NA,"One Last Prayer","A hot-tempered father with a sordid past learns that his daughter has a rare illness and he doesn't have the resources to pay for treatment. He finds himself faced with a choice, return to ...                See full summary<U+00A0><U+00BB>",90,"Drama",9.1,21,"Myron Davis","Niles Rivers",NA,0
"4499",NA,"Smoking Club 129 normas","Oscar is a man in his late forties who, after a 'vital crisis', leaves his job as a civil servant and his girlfriend to set up a cannabis smoking club with a friend of the university",80,"Comedy",5.6,24,"Alberto Utrera","Rodrigo Pois<U+00F3>n",NA,0
"4500",NA,"Welcome to Essex",NA,116,"Horror",NA,NA,"Ryan J. Fleming","Catherine Delaloye",NA,0
"4501",NA,"Gale and the Storm",NA,NA,"Music",NA,NA,"Derrick Muhammad","Karyn White",NA,0
"4502",NA,"Gospel Movie: Faith in God","Yu Congguang preaches the gospel for the Church of Almighty God. While preaching the gospel, he was pursued by the Chinese Communist government. He fled to the mountains, where he received ...",NA,NA,NA,NA,"Tian Jia","Jinzhe Chen",NA,0
"4503",NA,"La belle occasion","        Add a Plot",NA,NA,6,5,"Isild Le Besco","Isild Le Besco",NA,0
"4504",NA,"Orgami",NA,90,"Thriller",NA,NA,"See full summary","Steven Ogg",NA,0
"4505",NA,"The Book of Nightmares",NA,NA,"Horror",NA,NA,"Ryan Byrne","Ryan Byrne",NA,0
"4506",NA,"Songs in the Sun","In one single hot summer day an ancient Danish myth changes the life of three women. An art house thriller set in the dramatic landscape of an island of chalk about lost friendship and the need of spirituality to cope with grief.",71,"Drama",NA,NA,"Kristian Sejrbo Lidegaard","Emma Sehested H<U+00F8>eg",NA,0
"4507",NA,"El sistema solar",NA,NA,"Drama",NA,NA,"Add a Plot","Adriana Ugarte",NA,0
"4508",NA,"6:66 P.M.",NA,NA,"Comedy",NA,NA,"Jim Klock","Jim Klock",NA,0
"4509",NA,"El hombre que cuida","Juan has become the laughingstock of the small fishing village, due to his wife being unfaithful and getting pregnant by another man. He has left fishing and now obsessively cares for an ...                See full summary<U+00A0><U+00BB>",85,"Drama",6.8,13,"Alejandro And<U+00FA>jar","H<U+00E9>ctor An<U+00ED>bal",NA,0
"4510",NA,"The Demon Inside","Years after his release from jail, Sam Parsons is trying to build the his life with his wife Courtney and their young daughter Harper. He works hard to provide for his family and afford ...                See full summary<U+00A0><U+00BB>",95,"Horror",6,10,"Joey Moran","Crystal Cook",NA,0
"4511",NA,"Amy and Sophia",NA,NA,"Drama",NA,NA,"Adam Lipsius","Julian Glover",NA,0
"4512",NA,"The Wicked Gift",NA,112,"Horror",NA,NA,"See full summary","Roberto D'Antona",NA,0
"4513",NA,"10/31",NA,NA,"Horror",NA,NA,"Add a Plot","Jordan Phipps",NA,0
"4514",NA,"Night Shift",NA,135,"Comedy",NA,NA,"See full summary","Jesse Morton",NA,0
"4515",NA,"Werewolves of the Third Reich",NA,90,"Horror",NA,NA,"Andrew Jones","Annabelle Lanyon",NA,0
"4516",NA,"Me Familia","A modern remake of Shakespeare's ""A Twelfth Night.""",131,"Drama",NA,NA,"Joseph Ciminera","Steven Arabia",NA,0
"4517",NA,"The Emerging Past Director's Cut","        Add a Plot",90,"Horror",4.4,23,"Thomas J. Churchill","Rick Borgia",NA,0
"4518",NA,"Zeitgeist Protest","Omar, an awkward, melancholic man, is stuck in the past. He remains idle, aimless, and hangs out at bars. His cousin Youmna comes to visit him from abroad, and stays with him. She is hoping...                See full summary<U+00A0><U+00BB>",94,"Drama",5.6,7,"Christophe Karabache","Thomas Arnaud",NA,0
"4519",NA,"Savage Youth",NA,100,"Crime",NA,NA,"Michael Curtis Johnson","Chloe Levine",NA,0
"4520",NA,"Cannibal Cop","Detective Warbeck is a cop who plays by his own rules, including abusing his suspects and even innocent civilians. But when one of his victims is raised by a voodoo priestess, Warbeck is ...                See full summary<U+00A0><U+00BB>",NA,"Horror",6.8,5,"Donald Farmer","Shawn C. Phillips",NA,0
"4521",NA,"Untitled Nikola Tesla Project",NA,NA,"Action",NA,NA,"Lolita Davidovich",NA,NA,0
"4522",NA,"Empire V",NA,NA,"Fantasy",NA,NA,"Add a Plot",NA,NA,0
"4523",NA,"The Dead Site",NA,NA,"Sci-Fi",NA,NA,"Richard Lowry","Johanna Rae",NA,0
"4524",NA,"Cometa: Him, His Dog and their World",NA,105,"Adventure",NA,NA,"Leonardo Arturo Dominguez Martinez","Lizzy Auna",NA,0
"4525",NA,"8ish",NA,NA,"Action",NA,NA,"Luing Andrews","Larry Lamb",NA,0
"4526",NA,"The Savage Tales of Frank MacGuffin","THE SAVAGE TALES OF FRANK MACGUFFIN is a nail-biting journey through the twisted and bizarre underpinnings behind Fallingbrook's sleepy town facade. Cab driver Frank unwittingly unravels an ongoing sinister plot that has been afoot in town all along.",NA,"Thriller",8,8,"John Alden Milne","Samantha Collard",NA,0
"4527",NA,"Susu",NA,106,"Crime",NA,NA,"Yixi Sun","Zitong Wu",NA,0
"4528",NA,"The Vast of Night",NA,NA,"Fantasy",NA,NA,"Add a Plot",NA,NA,0
"4529",NA,"Get Married or Die",NA,85,"Comedy",NA,NA,"Michael S. Feinstein","Jason London",NA,0
"4530",NA,"Ticket Holders or: A Metaphysical Journey Through a Cineast's Brain","Three young people trapped in their own fear of what Life could give them. They're to scared to go out and face reality, so they stay at the Movie theater and talk about film and life and their own insecurities.",84,"Drama",9.1,27,"Robin Sherlock Holm","Hanna Alsterlund",NA,0
"4531",NA,"Sniff!!!","Little Sunny Gill, coming from a family of pickle manufacturers, is a misfit as he cannot smell, but when a laboratory accident enhances his olfactory abilities, he transforms into one-of-a-kind super hero.",89,"Adventure",6.7,19,"Amole Gupte","Parshva Dhariwal",NA,0
"4532",NA,"La ragazza dei miei sogni","P. is a thirty-years-old guy, quite unsatisfied. Several situations have been badly influencing him, preventig him from living how he would like to: parents' death, the aseptic newsroom ...                See full summary<U+00A0><U+00BB>",NA,"Fantasy",4.9,8,"Saverio Di Biagio","Primo Reggiani",NA,0
"4533",NA,"Ali Kathawa","        Add a Plot",NA,"Fantasy",8.2,10,"Sunil Ariyaratne","Kaushalya Fernando",NA,0
"4534",NA,"Members Only","        Add a Plot",NA,"Drama",NA,NA,"Mic-go Ngan","Yoyo Fung",NA,0
"4535",NA,"The Go-Getters",NA,83,"Adventure",NA,NA,"Jeremy LaLonde","Aaron Abrams",NA,0
"4536",NA,"Perfect s<U+00E3>n<U+00E3>tos","A young man trying to solve the puzzle of his father's last moments rattles the life of a quiet town and unburies unwanted truths. His compulsive quest becomes a downward spiral of love, lust and lies.",109,"Drama",5.6,33,"Anca Damian","Cristian Bota",NA,0
"4537",NA,"Wasps","Sydney Davenport and Jo-Jo Ritter had one dream since they were able to pick up a crayon. Become the worlds best fighter pilots. Problem is, they are both females. In today's world, females...                See full summary<U+00A0><U+00BB>",120,"Action",NA,NA,"Rob Hawk","Erin O'Brien",NA,0
"4538",NA,"KFP",NA,NA,"Action",NA,NA,"Add a Plot",NA,NA,0
"4539",NA,"Wolf at the Door",NA,50,"Crime",NA,NA,"Earl Crabtree","Francesca Scorsese",NA,0
"4540",NA,"Sea to Sky","        Add a Plot",NA,"Comedy",NA,NA,"Eric Zhang","Nadia Hatta",NA,0
"4541",NA,"Make a Wish",NA,NA,"Romance",NA,NA,"Add a Plot",NA,NA,0
"4542",NA,"Trinity, the Nekad Traveler","A career woman from Jakarta named Trinity, who travel to various parts of the world.",NA,"Drama",7.7,22,"Rizal Mantovani","Maudy Ayunda",NA,0
"4543",NA,"Chitrangada","        Add a Plot",NA,"Thriller",5.5,6,"Ashok G.","Anjali",NA,0
"4544",NA,"Gautamiputra Satakarni","This movie chronicles the life of a South Indian ruler of the Satavahana Empire in South India in the 2nd century CE.",131,"History",6.8,1506,"Krish Jagarlamudi","Nandamuri Bala Krishna",NA,0
