"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"3269",NA,"Romance in the Digital Age","When the video of a once-famous emo band performing impromptu karaoke together goes viral, a door opens for the possibility of a reunion the day of the guitarist's Christmastime wedding.",85,"Comedy",NA,NA,"Jason Michael Brescia","Chris Warren",NA,0
"3270",NA,"The Fox","The Hague-based Europol agent Simon Fox (Morgan C. Jones) leads a troubled life after he accidentally shot and killed a child. Struggling with this trauma Simon is confronted with a secret ...                See full summary<U+00A0><U+00BB>",93,NA,7.5,24,"Harold Brusse",NA,NA,0
"3271",NA,"Hap joek nam nui","A strict female CEO of an insurance company has already given up on love and believes that only the love towards a child is true and eternal. Thus, she decides to have her own child so she ...                See full summary<U+00A0><U+00BB>",98,"Comedy",4.9,68,"Guonan Liu","Sammi Cheng",NA,0
"3272",NA,"Village People","When Alan's wife flakes on a last-ditch effort to save their marriage, he's joined by his all too eager brother-in-law Mike on a trip to Nicaragua's 'Mercado Village,' a hipster resort for American tourists. As the two settle in, they meet Barbara, an American ex-pat who co-founded Mercado Village years earlier as a utopian haven for artists and free spirits. As Alan's relationship with Barbara ...                See full summary<U+00A0><U+00BB>",87,"Adventure",NA,NA,"Paul Briganti","Aya Cash",NA,0
"3273",NA,"Prodigals",NA,NA,"Drama",NA,NA,"Michelle Ouellet","David Alpay",NA,0
"3274",NA,"Fall of Grace","A troubled couple's lives descend into violence and madness after a demonic entity takes their daughter.",NA,"Horror",NA,NA,"Michael Crum","Joshua Winch",NA,0
"3275",NA,"1",NA,100,"Drama",NA,NA,"See full summary","Ethan Phillips",NA,0
"3276",NA,"The Road Home",NA,NA,"Comedy",NA,NA,"Hunter G. Williams","Lily Tomlin",NA,0
"3277",NA,"Realms",NA,NA,"Horror",NA,NA,"See full summary","Ryan Kelley",NA,0
"3278",NA,"Bodo","The story of Eugeniusz Bodo, a famous Polish actor and singer, who was at the peak of his career in 1930s.",NA,"Musical",7.1,16,"Michal Kwiecinski","Tomasz Schuchardt",NA,0
"3279",NA,"American Folk","Two strangers, both folk musicians stranded in California, take a road trip to New York in the days after 9/11. A story about the kindness of strangers and the power of music.",99,"Drama",8.5,46,"David Heinz","Joe Purdy",NA,0
"3280",NA,"Khaidi No. 150","A man (Chiranjeevi) on the wrong side of the law is moved by the plight of farmers to do the right thing.",142,"Action",6.4,2110,"Vinayak V.V.","Chiranjeevi",NA,0
"3281",NA,"Petak Umpet Minako","A group of young people performing the Kakurenbo HItori's ritual.",NA,"Horror",4.6,24,"Billy Christian","Regina Rengganis",NA,0
"3282",NA,"Lino: Uma Aventura de Sete Vidas","Lino works as an entertainer at children's parties, but he can't stand the way children treat him, making fun of him because he works in a cat's costume. Determined to change his life, he ...                See full summary<U+00A0><U+00BB>",NA,"Animation",6.5,36,"Rafael Ribas","Selton Mello",NA,0
"3283",NA,"The Broken Ones",NA,80,"Drama",NA,NA,"Elyse Niblett","Margaret Colin",NA,0
"3284",NA,"Monster X","Two friends hide in an old theater to escape ravenous hordes of vampires, zombies and werewolves.",NA,"Horror",4.6,25,"Jaysen P. Buterin","Matt Tatroe",NA,0
"3285",NA,"Mother of All Secrets",NA,NA,"Thriller",NA,NA,"Lucinda Spurling","Kate Mansi",NA,0
"3286",NA,"Finders Keepers","        Add a Plot",98,"Comedy",NA,NA,"Maynard Kraak","Dalin Oliver",NA,0
"3287",NA,"Deprivation","Deprivation, a SciFi Horror film based on the horrifying Russian Sleep Deprivation experiments which took place in the 70s. World War Z meets 28 Days Later set in Rome, Italy. Did anyone ...                See full summary<U+00A0><U+00BB>",NA,"Thriller",NA,NA,"Brian Skiba","Gianni Capaldi",NA,0
"3288",NA,"Empire of the Heart","In desperate times your only hope is the courage and resilience in your heart.",NA,"Crime",NA,NA,"Rob Walker","Eric Roberts",NA,0
"3289",NA,"Proyecto tiempo",NA,NA,"Sci-Fi",NA,NA,"See full summary","Hiba Abouk",NA,0
"3290",NA,"The Comet Kids","In order to protect his father's discovery, Lucas and his five friends go on the adventure of a lifetime to find the piece of a passing Comet that crash lands near their hometown in the 1950's.",NA,"Adventure",7,6,"Glenn Triggs","Tiriel Mora",NA,0
"3291",NA,"Azar","A woman whose husband in jail is trying hardly to manage the cafe restaurant she has opened with her husband. She also tries to compromise to get her husband released but things are not going as she is planning to.",90,"Drama",NA,NA,"Mohammad Hamzei","Shirin Aghakashi",NA,0
"3292",NA,"Moonchild",NA,NA,"Drama",NA,NA,"See full summary",NA,NA,0
"3293",NA,"Une saison en France","An African high school teacher flees his war-torn country for France, where he falls in love with a Frenchwoman who offers a roof for him and his family.",100,NA,7.5,8,"Mahamat-Saleh Haroun","Eriq Ebouaney",NA,0
"3294",NA,"The Illegal",NA,NA,"Drama",NA,NA,"Danish Renzu","Suraj Sharma",NA,0
"3295",NA,"Pirmdzimtais","        Add a Plot",NA,"Thriller",6.2,42,"Aik Karapetian","Maija Doveika",NA,0
"3296",NA,"Can We Still Be Friends?","After splitting up, a couple struggles to detach their lives from one another.",113,"Romance",6.6,43,"Prime Cruz","Gerald Anderson",NA,0
"3297",NA,"Miluji te modre","        Add a Plot",NA,"Comedy",5.1,9,"Milos Sm<U+00ED>dmajer","V<U+00E1>clav J<U+00ED>lek",NA,0
"3298",NA,"The Incantation",NA,NA,"Adventure",NA,NA,"Jude S. Walko","Dean Cain",NA,0
"3299",NA,"Tennessee Whiskey: The Dean Dillon Story",NA,82,NA,NA,NA,"George Strait",NA,NA,0
"3300",NA,"Malapata","Two friends who win the lottery have the worst day of their lives with constant bad luck and unexpected turn of events.",83,"Comedy",6,201,"Diogo Morgado","Luciana Abreu",NA,0
"3301",NA,"Bisorjon","A love story between a Bangladeshi widow and Indian businessman.",138,"Drama",8.3,98,"Kaushik Ganguly","Joya Ahsan",NA,0
"3302",NA,"Johnny is nie dood nie","It is 2002. The lead singer of the Gereformeerde Blues Band, Johannes Kerkorrel, just committed suicide. A group of friends gather to celebrate his life and the passing of an era. Through ...                See full summary<U+00A0><U+00BB>",106,"Drama",8.8,33,"Christiaan Olwagen","Roelof Storm",NA,0
"3303",NA,"Flashburn","Wes Nolan wakes up in an abandoned warehouse with a case of amnesia. He has been kidnapped by someone named ""Lazarus"" who has him held captive in an abandoned warehouse in order to get the ...                See full summary<U+00A0><U+00BB>",NA,"Sci-Fi",5.8,5,"Giorgio Serafini","Sean Patrick Flanery",NA,0
"3304",NA,"China Test Girls",NA,NA,"Thriller",NA,NA,"Frankie Latina","Danny Trejo",NA,0
"3305",NA,"Koditta Idangalai Nirappuga","On a business trip to India, a man fantasizes about the young wife of his middle-aged driver.",126,"Comedy",6.7,23,"Parthiban","Shantanu Bhagyaraj",NA,0
"3306",NA,"Danger One",NA,NA,"Action",NA,NA,"Tom Oesch","Tom Everett Scott",NA,0
"3307",NA,"Accommodations",NA,NA,"Comedy",NA,NA,"Amy Miller Gross","Kat Foster",NA,0
"3308",NA,"Pra<U+00E7>a Paris","        Add a Plot",NA,"Drama",NA,NA,"L<U+00FA>cia Murat","Grace Pass<U+00F4>",NA,0
"3309",NA,"Maatr","Vidya, who's left shattered after her daughter Tia's murder, seeks vengeance by fighting the broken justice and criminal system.",113,"Thriller",4.5,107,"Ashtar Sayed","Raveena Tandon",NA,0
"3310",NA,"Lion",NA,12,"Horror",NA,NA,"Davide Melini","Pedro S<U+00E1>nchez",NA,0
"3311",NA,"Geo Sar Utha Kay","        Add a Plot",NA,"Action",7.2,9,"Nadeem Cheema","Sheharyar Cheema",NA,0
"3312",NA,"The Run Saga: Breathe","Faced with life's obstacles, interrelated sets of situations control the fate of individuals who are connected. Controversial and seemingly isolated stories interlock as the characters ...                See full summary<U+00A0><U+00BB>",120,"Crime",8.2,19,"Frederick Tabiyus Nah IV","Blue Kimble",NA,0
"3313",NA,"Reel Nightmare","Three beautiful, vengeful witches awakened by an ancient book, the Necronomicon, bring production of a film in their old family home to a deadly halt.",78,"Fantasy",3.8,52,"Armand Petri","Madeleine Heil",NA,0
"3314",NA,"Oude Liefde",NA,99,"Drama",NA,NA,"Add a Plot","Hadewych Minis",NA,0
"3315",NA,"Internet: O Filme","The most famous Brazilian youtubers gather in a hotel for a convention.",97,"Comedy",3.8,353,"Filippo Capuzzi Lapietra","Rafinha Bastos",NA,0
"3316",NA,"The Thousand Faces of Dunjia",NA,NA,"Action",NA,NA,"Add a Plot","Ni Ni",NA,0
"3317",NA,"Broeders","        Add a Plot",NA,"Drama",8.4,33,"Hanro Smitsman","Achmed Akkabi",NA,0
"3318",NA,"Otzi and the Mystery of Time",NA,NA,"Adventure",NA,NA,"Add a Plot","Alessandra Mastronardi",NA,0
"3319",NA,"Soul Sessions",NA,NA,"Drama",NA,NA,"Vincent Gaffney","Brooke Langton",NA,0
"3320",NA,"McDick","When the world's worst cop is fired he becomes the world's worst private detective. For reasons unknown he finds himself the target of every criminal in town. He must overcome his ...                See full summary<U+00A0><U+00BB>",90,"Comedy",7.1,8,"Chris McDonnell","Chris McDonnell",NA,0
"3321",NA,"Heights",NA,NA,"Comedy",NA,NA,"See full summary","Aleksandar Aleksiev",NA,0
"3322",NA,"Hate Crime",NA,90,"Drama",NA,NA,"Steven Esteb","John Schneider",NA,0
"3323",NA,"Patricia: el regreso del sue<U+00F1>o","Juan Carlos returns to the Dominican Republic to reunite with his longtime fiancee, only to find her already married and pregnant. Sunk into despair and with nothing to do, he meets Patricia, who will change his life.",116,"Comedy",NA,NA,"Ren<U+00E9> Fortunato","Amauris P<U+00E9>rez",NA,0
"3324",NA,"The Pugilist","After his eldest son is murdered in a gangland hit, an absentee father desperately tries to protect what's left of the shattered family he abandoned.",90,"Crime",6.7,10,"Glen Kirby","Matthew Jure",NA,0
"3325",NA,"TOC: Transtornada Obsessiva Compulsiva","Kika K is an actress of soap operas, advertising campaigns and is idolized by millions of fans. But behind appearances, he is in crisis with his personal and professional life, while ...                See full summary<U+00A0><U+00BB>",105,"Comedy",5.5,182,"Paulinho Caruso","Bianca Barros",NA,0
"3326",NA,"Hason Raja","Biopic on Hason Raja, a Bengali poet, mystic philosopher and songwriter, who was a ruthless king once until he met Dilaram..",NA,"History",NA,NA,"Ruhul Amin","Mithun Chakraborty",NA,0
"3327",NA,"Resurrection","An old man who isolated himself from civilization receives an unexpected visitor.",110,"Drama",NA,NA,"Kristof Hoornaert","Johan Leysen",NA,0
"3328",NA,"A Thought of Ecstasy","Love is immortal. Seduction is inevitable. Revenge is irresistible.",90,"Romance",5.4,17,"Rolf Peter Kahl","Deborah Kara Unger",NA,0
"3329",NA,"Pony with a Broken Wing",NA,NA,"Family",NA,NA,"Add a Plot","Jonathan Silverman",NA,0
"3330",NA,"The Spearhead Effect","After exposing police corruption, a journalist is drawn into an underground world of violent vigilantism.",90,"Thriller",7,21,"Brandon Moore","Alex McArthur",NA,0
"3331",NA,"We'll Get Back to You","The only cure of being jobelessness, unhappy and hopelessness is friendship, life is beautiful together.",102,"Comedy",7,147,"Doga Can Anafarta","Hande Soral",NA,0
"3332",NA,"What Waits in the Red","The Derelicts, The Physiologist and The Salesman. All are trapped; prisoners of circumstance. The Bell. A gateway to another place; the chance to escape. But at what cost? Each must give ...                See full summary<U+00A0><U+00BB>",83,"Drama",NA,NA,"David Ince","Charlotte Donachie",NA,0
"3333",NA,"Bloodlands","A struggling family in Albania, wrestling with tradition, must unite against a mysterious clan's aggressions, leading to a 'blood feud' that is all too familiar in the Balkans.",82,"Drama",6.5,62,"Steven Kastrissios","G<U+00EB>zim Rudi",NA,0
"3334",NA,"Blood Woods",NA,NA,"Horror",NA,NA,"John Reign","Allie Marshall",NA,0
"3335",NA,"Tomodachi g<U+00EA>mu gekijouban","        Add a Plot",NA,"Drama",NA,NA,"Ry<U+00F4> Yoshizawa",NA,NA,0
"3336",NA,"Vishwaroop 2",NA,NA,"Action",NA,NA,"Add a Plot","Jaideep Ahlawat",NA,0
"3337",NA,"Enter the Fire",NA,NA,"Action",NA,NA,"Phil Gorn","Ian Lauer",NA,0
"3338",NA,"Boys",NA,NA,NA,NA,NA,"Add a Plot","Danny",NA,0
"3339",NA,"A Suburban Fairytale",NA,NA,"Horror",NA,NA,"Add a Plot","Michael Hill",NA,0
"3340",NA,"Rapture",NA,NA,"Drama",NA,NA,"See full summary","Nicole Holt",NA,0
"3341",NA,"Raag Desh","A period film based on the historic 1945 Indian National Army Red Fort Trials.",135,"Action",8.4,265,"Tigmanshu Dhulia","Kunal Kapoor",NA,0
"3342",NA,"Ordinary Person","An up-righteous police officer with a wife and son gets involved with a conspiracy after he arrested a murderer by chance. His weakness was his son needed an operation to treat his legs. Which path to choose? Righteousness or conspiracy?",121,"Action",6.7,105,"Kim Bong-han","Yoon-So Choi",NA,0
"3343",NA,"The Secret Kiss","Ray is a loner until he meets the mysterious Paul whilst exploring the woods, a place he can see in his dreams. As their love deepens Ray begins to suspect that Paul may not be who he seems...                See full summary<U+00A0><U+00BB>",71,"Drama",4.3,14,"Richard Mansfield","Tom Beedim",NA,0
"3344",NA,"Sakhavu","A student political leader who fights for his left-wing ideals. When some people try to use him in order to fulfill their intentions he is forced to fight for his ideals.",164,"Comedy",6.5,952,"Sidhartha Siva","Nivin Pauly",NA,0
"3345",NA,"Mon Mon Mon Monsters","A group of teenagers capture a man-eating monster.",113,"Horror",5.2,347,"Giddens Ko","Eugenie Liu",NA,0
"3346",NA,"Rapid Eye Movement",NA,NA,"Thriller",NA,NA,"Peter Bishai","Reiko Aylesworth",NA,0
"3347",NA,"Milla","        Add a Plot",128,"Drama",6.1,14,"Val<U+00E9>rie Massadian","Severine Jonckeere",NA,0
"3348",NA,"Undercliffe",NA,NA,"Drama",NA,NA,"Add a Plot","Laurie Kynaston",NA,0
"3349",NA,"The Pursuit of Normality","A search for his identity leads Will, a 17-year-old aspiring writer, on an exploration of his sexuality alongside visions of his older self. While pushing the boundaries of morality as he writes his first novel.",100,"Drama",7.4,5,"Gage Oxley","Charlie Harris",NA,0
"3350",NA,"Sign Gene","The first generation of deaf superheroes with superpowers through the use of sign language.",NA,"Adventure",9.4,8,"Emilio Insolera","Emilio Insolera",NA,0
"3351",NA,"Small Group",NA,NA,"Drama",NA,NA,"Matt Chastain","Sterling Hurst",NA,0
"3352",NA,"Gangster Blues","In this corrupted world Youth have a lot of reasons to turn into criminals but when you have someone special you love there will be much more consequences that needs to be faced.Story revolves around two protagonists.",138,"Action",8.2,18,"Hemraj B.C.","Aashirman Joshi",NA,0
"3353",NA,"Lajko: Cig<U+00E1>ny az <U+00FC>rben",NA,NA,"Comedy",NA,NA,"Add a Plot","Sergej Onopko",NA,0
"3354",NA,"Z.A.N.","Adam Manish is a bizarre young man who believes that some people are trying to kill him due to his special born gifts.",95,"Fantasy",5.3,12,"Thiago Moyses","Jo<U+00E3>o Meira",NA,0
"3355",NA,"Strange Nature",NA,100,"Thriller",NA,NA,"James Ojala","John Hennigan",NA,0
"3356",NA,"Vida de Familia","A young man spends a few weeks housekeeping for a relatively distant relative and enjoys taking over the comfort of their lives in Santiago. Soon, he meets a cute neighbor and starts ...                See full summary<U+00A0><U+00BB>",80,"Comedy",6.2,78,"Cristi<U+00E1>n Jim<U+00E9>nez","Jorge Becker",NA,0
"3357",NA,"Hexing",NA,NA,"Horror",NA,NA,"Christophe Lenoir","Dominique Swain",NA,0
"3358",NA,"Sex.Sound.Silence",NA,NA,"Drama",NA,NA,"Ari Davis","Dante Basco",NA,0
"3359",NA,"95",NA,NA,"Comedy",NA,NA,"Aleksi M<U+00E4>kel<U+00E4>","Pekka Strang",NA,0
"3360",NA,"Khoob Bad Jelf","It's about a film producer that make a great director use two actors in a crime movie but they are so idiot & low level so he had to make them close to their charachters in a short time...",105,"Comedy",5.7,389,"Peyman Ghassemkhani","Pejman Jamshidi",NA,0
"3361",NA,"Arth 2",NA,NA,"Drama",NA,NA,"Add a Plot","Shaan Shahid",NA,0
"3362",NA,"Mrtve ribe","        Add a Plot",NA,"Drama",7.5,40,"Kristijan Milic","Dragan Despot",NA,0
"3363",NA,"Questione di Karma","Giacomo (Fabio De Luigi) is a great heir of industrial, but he prefers to devote his mind to thoughts and fantasies. An esoteric will change Giacomo's life by telling him that he identified...",90,"Comedy",5.7,135,"Edoardo Maria Falcone","Elio Germano",NA,0
"3364",NA,"Puthiya Payanam","Siddarth is a college drop-out struggling to find a proper job. Though he has a passion in running, he has lost the will to live his life. The twisted hand of destiny has filled his journey...                See full summary<U+00A0><U+00BB>",NA,"Sport",9.1,45,"Raven","Raven",NA,0
"3365",NA,"Baghtos Kay Mujra Kar","This film critiques contemporary attitudes to cultural heritage.",124,"Comedy",8,74,"Hemant Dhome","Jitendra Joshi",NA,0
"3366",NA,"Murder on the Blackpool Express",NA,NA,"Comedy",NA,NA,"Simon Delaney","John Ammirati",NA,0
"3367",NA,"Last Rooster in Egypt","Ala'a escapes drowning accident while trying to emigrate abroad illegally, and when he returns to his village to find himself the last one in his family.",NA,"Comedy",5.3,22,"Amr Arafa","Dina",NA,0
"3368",NA,"Saab Bahadar","A small-town police officer investigates the murder of a prominent citizen.",112,"Thriller",7.7,62,"Amrit Raj Chadha","Ammy Virk",NA,0
"3369",NA,"Saattokeikka","Lasse is an old racist who has lives in an apartment block filled with a selection of refugees and immigrants. Kamal is a 16-year old boy who's fed up in his life in Finland, and dreams of ...                See full summary<U+00A0><U+00BB>",78,"Comedy",5.5,89,"Samuli Valkama","Mikko Nousiainen",NA,0
"3370",NA,"Imitation Girl","A mysterious young woman materializes in the middle of the southwestern desert, where each step teaches her about her new world and her new body. As she assumes her new life, she discovers she has a twin with whom she shares more than just an outward appearance.",84,"Drama",7.4,17,"Natasha Kermani","Lauren Ashley Carter",NA,0
"3371",NA,"Bullets of Justice",NA,NA,"Horror",NA,NA,"See full summary","Danny Trejo",NA,0
"3372",NA,"HiGH & LOW the Movie 2/End of SKY","Members of SWORD win against Wangan Rengogun, which is led by Kohaku . The city becomes peaceful again. Nevertheless, the most brutal gangs appear. The gangs are Doubt, led by Ranmaru ...                See full summary<U+00A0><U+00BB>",NA,"Action",8.9,25,"Shigeaki Kubo","Akira",NA,0
"3373",NA,"Game Over",NA,NA,"Comedy",NA,NA,"Ben Kent","Mark Heap",NA,0
"3374",NA,"Mustang Island","After his girlfriend dumps him at a New Year's Eve party, Bill and his friends drive to an off-season beach town to win her back.",86,"Comedy",8.2,20,"Craig Elrod","Macon Blair",NA,0
"3375",NA,"Landline","A man gives up his cell phone and wi-fi to try to return to a simpler time.",103,"Comedy",7.8,13,"Matthew Aaron","Matthew Aaron",NA,0
"3376",NA,"Thrissivaperoor Kliptham","David Pauly ever wanted in life was to witness the downfall of his high school nemesis Chembaden Joey. When Joey louses up Davy's betrothal ceremony, Davy and his friends vow to scheme up something that would button up Joey forever.",139,"Comedy",5.7,45,"Ratheish Kumar","Asif Ali",NA,0
"3377",NA,"Boule & Bill 2","        Add a Plot",85,"Comedy",3.6,47,"Pascal Bourdiaux","Franck Dubosc",NA,0
"3378",NA,"Colo","In Portugal, a father, a mother and a daughter's daily lives are being subsumed by the effects of the economic crisis.",136,"Drama",5.6,83,"Teresa Villaverde","Jo<U+00E3>o Pedro Vaz",NA,0
"3379",NA,"A Parent's Worst Nightmare",NA,NA,"Drama",NA,NA,"Add a Plot","Kristy Swanson",NA,0
"3380",NA,"Family of Lies",NA,NA,"Thriller",NA,NA,"Add a Plot","Christa B. Allen",NA,0
"3381",NA,"Blue Hollywood","Blue Hollywood is the story of Celeste (British) and Alessandro (Italian), two young actors with very different personalities and approaches to the profession. After meeting at an Acting ...                See full summary<U+00A0><U+00BB>",82,"Comedy",NA,NA,"Francesco Gabriele","Mark Arnold",NA,0
"3382",NA,"Time in Between",NA,NA,"Drama",NA,NA,"See full summary","Andrea Londo",NA,0
"3383",NA,"Benzersiz","A thriller and black comedy, full of flashbacks, revenge, a pharmacist, coma, trauma, hospital, guns and many more.",94,"Thriller",7.8,87,"Ilker Sari","Nil<U+00FC>fer Aydan",NA,0
"3384",NA,"Masterpiece",NA,NA,"Thriller",NA,NA,"Ajai Vasudev","Mammootty",NA,0
"3385",NA,"Death Game","A hard-boiled cop must track down a female serial killer and stop a series of police assassinations.",83,"Thriller",8,94,"Gregory Hatanaka","Ron Becks",NA,0
"3386",NA,"Getting Schooled","In 1983, a group of High School students in a day of detention must run for their lives when a teacher in a wheel chair turns out to be an ex black ops soldier having a murderous flashback.",83,"Comedy",3.1,123,"Chuck Norfolk","Mayra Leal",NA,0
"3387",NA,"Tigre","A woman tries to reconnect with her estranged son during a visit to an island in the Tigre Delta.",91,"Drama",6.7,11,"Ulises Porra",NA,NA,0
"3388",NA,"Agape","Miran is an unconventional priest who prepares children for the ceremony of confirmation. One of them is Goran, an orphaned teenage boy who enjoys Miran's attention. One day, a new boy ...                See full summary<U+00A0><U+00BB>",NA,"Drama",6.9,41,"Branko Schmidt","Goran Bogdan",NA,0
"3389",NA,"Neruppuda","Vikram Prabhu stars as a firefighter, who is also a hardcore Rajinikanth fan, in this thriller-drama movie directed by B. Ashok Kumar.",127,"Action",5,59,"Nikki Galrani",NA,NA,0
"3390",NA,"Loot 2","The 4 gang members, who were framed in the bank robbery, now escape from the prison. While they look for revenge with Haku Kale, Haku has his own plan of robbing next bank.",130,"Action",6.6,101,"Nischal Basnet","Saugat Malla",NA,0
"3391",NA,"Jattu Engineer","A teacher works hard to better a village that has poverty, unemployment, and a drug problem.",139,"Comedy",6.7,3219,"Honeypreet Insan","Amardeep Insan",NA,0
"3392",NA,"6Days66Years",NA,108,"Horror",NA,NA,"Alex Madia Levi",NA,NA,0
"3393",NA,"Home Invaders",NA,NA,"Thriller",NA,NA,"Add a Plot","Angie Patterson",NA,0
"3394",NA,"We're Doing Fine","Two people from Dayton, Ohio - one who left and one who stayed, meet when both are experiencing the impending loss of a single parent. Their chance encounter redirects the course of their lives.",NA,NA,NA,NA,"Djuna Wahlrab","Shirley Rumierk",NA,0
"3395",NA,"Pewnego razu w listopadzie","        Add a Plot",92,"Drama",6.2,15,"Andrzej Jakimowski","Agata Kulesza",NA,0
"3396",NA,"Sheitaan","        Add a Plot",NA,"Horror",NA,NA,"Sameer Khan","Iti Acharya",NA,0
"3397",NA,"Boy Band",NA,NA,"Comedy",NA,NA,"Add a Plot","Julie Goldman",NA,0
"3398",NA,"The Trouble with Mistletoe",NA,NA,"Romance",NA,NA,"Ashley Avis","Rachel Melvin",NA,0
"3399",NA,"L'equilibrista con la stella",NA,NA,"History",NA,NA,"See full summary","Davide Campagna",NA,0
"3400",NA,"The Depths","Desperate for a measure of success, wannabe screenwriters Mickey Hansen and Ray Ferguson decide to fully explore the depths of murder and crime within their story only to discover their obsession with their work has made it all too real.",89,"Drama",8.2,14,"Jamison M. LoCascio","Michael Rispoli",NA,0
"3401",NA,"What Keeps You Alive",NA,NA,"Thriller",NA,NA,"Add a Plot","Hannah Emily Anderson",NA,0
"3402",NA,"Genghis Khan",NA,NA,NA,NA,NA,"Add a Plot","Yun Lin",NA,0
"3403",NA,"The Lurking Man","'Cailean' is an abusive alcoholic mother. When she dies she is offered a chance at redemption if she accepts Death's offer.",90,"Drama",8.4,16,"Jenn Page","Maritza Brikisak",NA,0
"3404",NA,"Let Me in",NA,74,"Drama",NA,NA,"See full summary","James Trimboli",NA,0
"3405",NA,"Father and Son","Living by a river, a father and son make their living by fishing every day. The little boy, Ca, contracts a serious illness. The treatment is very expensive. Will the father be able to catch enough fish to pay for it?",90,"Drama",8,22,"Dung Luong Dinh","Ngo The Quan",NA,0
"3406",NA,"Don't Go Into the House by the Woods","A young man goes to his parents house over the weekend and is scared to death when he starts to receive phone calls from a psycho who might be inside the house.",80,"Crime",5.6,17,"Manny Velazquez","Rich<U+00E0>rd A. LaBon",NA,0
"3407",NA,"DZIDZIO Contrabass","        Add a Plot",NA,"Comedy",6,44,NA,NA,NA,0
"3408",NA,"Bullitt County",NA,96,"Action",NA,NA,"David McCracken","Mike C. Nelson",NA,0
"3409",NA,"Sebastian","Starring James Fanizza, Alex House and Katya from RuPaul's Drag Race (Brian McCook). Alex and Sebastian meet one fateful evening and it's love at first sight. However, Alex has a boyfriend ...                See full summary<U+00A0><U+00BB>",80,"Drama",7.5,6,"James Fanizza","Alex House",NA,0
"3410",NA,"Broken Ghost","        Add a Plot",NA,"Drama",NA,NA,"Richard Gray","Lexi Anastasia",NA,0
"3411",NA,"Oskars Amerika","When 10-year-old Oskar's mom leave him with his grandpa to go to America, he sets up a nutty plan to cross the Atlantic Ocean in a rowboat with his new friend Levi and his short-sighted horse.",79,"Family",7.4,33,"Torfinn Iversen","Torstein Bj<U+00F8>rklund",NA,0
"3412",NA,"Astro",NA,NA,"Action",NA,NA,"Asif Akbar","Gary Daniels",NA,0
"3413",NA,"The Demonic Tapes","in 2007 a series of tapes were found in the basement of a London house. The tapes contained recordings made by a well known medium right up to the time of her death. She recorded the voices...                See full summary<U+00A0><U+00BB>",71,"Horror",4.2,54,"Richard Mansfield","Alice Keedwell",NA,0
"3414",NA,"Market Value","After fifteen years, Audrey is forced to share the truth regarding the circumstances surrounding her son's adoption.",132,"Drama",9.3,9,"Wendell Etherly","Jules Bruff",NA,0
"3415",NA,"Chicken Kokkachi","Kallu, who hails from a middle-class family, living in a village, is forced to abscond from his village given the problems his family and he starts facing following his sister's marriage.",116,"Comedy",5.1,35,"Anuranjan Premji","Bijukuttan",NA,0
"3416",NA,"Kuudes kerta","A private detective engages in a sexually-charged relationship with a real estate broker.",108,"Comedy",4.6,125,"Maarit Lalli","Pihla Viitala",NA,0
"3417",NA,"Woke Up Like This","        Add a Plot",118,"Comedy",8.6,13,"John Elbert Ferrer","Vhong Navarro",NA,0
"3418",NA,"Thondan","Vishnu and Xavier are two individuals who work at a medical facility organization called ""UYIR"".",138,"Crime",6.3,179,"Samuthirakani","'Ganja' Karuppu",NA,0
"3419",NA,"Kadugu","A man goes up against corrupt and powerful people to avenge the crime committed against a child.",115,"Drama",7.8,351,"Vijay Milton","Radhika Prasidhha",NA,0
"3420",NA,"Only a Dream",NA,85,"Animation",NA,NA,"Dan St. Pierre","Christian Kane",NA,0
"3421",NA,"Obey",NA,NA,"Drama",NA,NA,"Jamie Jones","Marcus Rutherford",NA,0
"3422",NA,"Doubleplusungood",NA,90,NA,NA,NA,"See full summary","Delfine Bafort",NA,0
"3423",NA,"Cop's Enemy",NA,NA,"Drama",NA,NA,"See full summary","John K-ay",NA,0
"3424",NA,"The Guardian Angel",NA,NA,"Action",NA,NA,"David Barrett","Daniel Stisen",NA,0
"3425",NA,"Renaissance Girl",NA,NA,"Comedy",NA,NA,"David Jackson Willis","Jennifer Tilly",NA,0
"3426",NA,"The Recce","After the SADF wrongfully declares young RECCE Henk Viljoen dead behind enemy lines, it's up to him alone to use every skill and tool in his arsenal to make it back to his grieving wife.",NA,"Drama",7.9,7,"Johannes Ferdinand Van Zyl","Greg Kriek",NA,0
"3427",NA,"Lake House",NA,NA,"Thriller",NA,NA,"Danny L. Scott","Lunden De'Leon",NA,0
"3428",NA,"Cross 3","        Add a Plot",NA,"Action",NA,NA,"Tom Sizemore",NA,NA,0
"3429",NA,"Ice House",NA,108,"Crime",NA,NA,"See full summary","Roger Wayne",NA,0
"3430",NA,"Pizza with Bullets",NA,99,"Comedy",NA,NA,"Robert Rothbard","Vincent Pastore",NA,0
"3431",NA,"Respeto","        Add a Plot",NA,"Drama",6.7,73,"Treb Monteras II","Abra",NA,0
"3432",NA,"Atashira","        Add a Plot",105,"Mystery",5.2,25,"Jun Yoriko","Misaki Morino",NA,0
"3433",NA,"Diamond in the Rough",NA,NA,NA,NA,NA,"Add a Plot","Clifton Powell",NA,0
